Date,Close
2025-11-27 16:02:01,1178594
2025-11-27 16:04:16,1178594
2025-11-27 16:06:29,1187446
2025-11-27 16:08:42,1187446
2025-11-27 16:10:54,1165299
2025-11-27 16:13:06,1178594
2025-11-27 16:15:17,1165299
2025-11-27 16:17:39,1161424
2025-11-27 16:19:52,1161424
2025-11-27 16:22:07,1161424
2025-11-27 16:24:20,1156058
2025-11-27 16:26:39,1155890
2025-11-27 16:28:51,1155890
2025-11-27 16:31:01,1155890
2025-11-27 16:33:13,1150743
2025-11-27 16:35:34,1150743
2025-11-27 16:37:44,1155890
2025-11-27 16:39:51,1155890
2025-11-27 16:42:13,1150510
2025-11-27 16:44:27,1150510
2025-11-27 16:46:38,1150510
2025-11-27 16:48:47,1150510
2025-11-27 16:50:57,1150510
2025-11-27 16:53:07,1150510
2025-11-27 16:55:16,1150510
2025-11-27 16:57:31,1152072
2025-11-27 16:59:44,1152072
2025-11-27 17:02:07,1152072
2025-11-27 17:04:17,1152072
2025-11-27 17:06:27,1152072
2025-11-27 17:08:36,1152072
2025-11-27 17:10:43,1152072
2025-11-27 17:12:52,1152072
2025-11-27 17:15:00,1157167
2025-11-27 17:17:21,1157167
2025-11-27 17:19:36,1159140
2025-11-27 17:21:45,1159140
2025-11-27 17:24:01,1161208
2025-11-27 17:26:14,1161208
2025-11-27 17:28:24,1157167
2025-11-27 17:30:38,1160678
2025-11-27 17:33:09,1160678
2025-11-27 17:35:20,1160678
2025-11-27 17:37:29,1160678
2025-11-27 17:39:39,1160678
2025-11-27 17:41:48,1160678
2025-11-27 17:43:58,1160678
2025-11-27 17:46:06,1164336
2025-11-27 17:48:18,1164336
2025-11-27 17:50:27,1164336
2025-11-27 17:52:36,1164336
2025-11-27 17:54:46,1164336
2025-11-27 17:56:53,1164336
2025-11-27 17:59:02,1159023
2025-11-27 18:01:18,1159023
2025-11-27 18:03:28,1159023
2025-11-27 18:05:36,1159023
2025-11-27 18:07:45,1159023
2025-11-27 18:09:53,1159023
2025-11-27 18:12:00,1159023
2025-11-27 18:14:09,1169111
2025-11-27 18:16:21,1169111
2025-11-27 18:18:35,1169111
2025-11-27 18:20:46,1169111
2025-11-27 18:22:55,1169111
2025-11-27 18:25:04,1169111
2025-11-27 18:27:17,1169111
2025-11-27 18:29:27,1176703
2025-11-27 18:31:37,1176703
2025-11-27 18:33:47,1176703
2025-11-27 18:35:55,1176703
2025-11-27 18:38:02,1176703
2025-11-27 18:40:11,1176703
2025-11-27 18:42:20,1176703
2025-11-27 18:44:30,1177404
2025-11-27 18:46:39,1177404
2025-11-27 18:48:49,1177404
2025-11-27 18:50:57,1177404
2025-11-27 18:53:06,1177404
2025-11-27 18:55:14,1177404
2025-11-27 18:57:25,1177404
2025-11-27 18:59:34,1175106
2025-11-27 19:01:44,1175106
2025-11-27 19:03:54,1175106
2025-11-27 19:06:02,1175106
2025-11-27 19:08:10,1175106
2025-11-27 19:10:17,1175106
2025-11-27 19:12:25,1175106
2025-11-27 19:14:31,1175106
2025-11-27 19:16:38,1170983
2025-11-27 19:18:45,1170983
2025-11-27 19:20:51,1170983
2025-11-27 19:22:57,1170983
2025-11-27 19:25:02,1170983
2025-11-27 19:27:09,1170983
2025-11-27 19:29:16,1170983
2025-11-27 19:31:22,1166955
2025-11-27 19:33:29,1166955
2025-11-27 19:35:36,1166955
2025-11-27 19:37:43,1166955
2025-11-27 19:39:51,1166955
2025-11-27 19:41:59,1166955
2025-11-27 19:44:07,1166955
2025-11-27 19:46:14,1151653
2025-11-27 19:48:21,1151653
2025-11-27 19:50:27,1151653
2025-11-27 19:52:35,1151653
2025-11-27 19:54:41,1151653
2025-11-27 19:56:48,1151653
2025-11-27 19:58:56,1151653
2025-11-27 20:01:03,1140647
2025-11-27 20:03:11,1140647
2025-11-27 20:05:17,1140647
2025-11-27 20:07:24,1140647
2025-11-27 20:09:32,1140647
2025-11-27 20:11:39,1140647
2025-11-27 20:13:46,1140647
2025-11-27 20:15:54,1114100
2025-11-27 20:18:00,1114100
2025-11-27 20:20:09,1114100
2025-11-27 20:22:16,1114100
2025-11-27 20:24:23,1114100
2025-11-27 20:26:30,1114100
2025-11-27 20:28:37,1114100
2025-11-27 20:30:44,1096710
2025-11-27 20:32:51,1096710
2025-11-27 20:34:59,1096710
2025-11-27 20:37:06,1079278
2025-11-27 20:39:21,1079278
2025-11-27 20:41:29,1096710
2025-11-27 20:43:39,1070733
2025-11-27 20:45:47,1070733
2025-11-27 20:47:57,1070733
2025-11-27 20:50:04,1070733
2025-11-27 20:52:11,1070733
2025-11-27 20:54:17,1070733
2025-11-27 20:56:25,1070733
2025-11-27 20:58:31,1070733
2025-11-27 21:00:38,1038752
2025-11-27 21:02:44,1038752
2025-11-27 21:04:51,1038752
2025-11-27 21:06:57,1038752
2025-11-27 21:09:04,1038752
2025-11-27 21:11:11,1038752
2025-11-27 21:13:18,1038752
2025-11-27 21:15:24,1009913
2025-11-27 21:17:32,1009913
2025-11-27 21:19:39,1009913
2025-11-27 21:21:46,1009913
2025-11-27 21:23:53,1009913
2025-11-27 21:26:00,1009913
2025-11-27 21:28:07,1009913
2025-11-27 21:30:14,967166
2025-11-27 21:32:20,967166
2025-11-27 21:34:27,967166
2025-11-27 21:36:35,967166
2025-11-27 21:38:41,967166
2025-11-27 21:40:48,967166
2025-11-27 21:42:54,967166
2025-11-27 21:45:00,935116
2025-11-27 21:47:06,935116
2025-11-27 21:49:12,935116
2025-11-27 21:51:18,935116
2025-11-27 21:53:24,935116
2025-11-27 21:55:30,935116
2025-11-27 21:57:37,935116
2025-11-27 21:59:43,898407
2025-11-27 22:01:50,898407
2025-11-27 22:03:57,898407
2025-11-27 22:06:03,898407
2025-11-27 22:08:09,874137
2025-11-27 22:10:24,874137
2025-11-27 22:12:32,874137
2025-11-27 22:14:39,874137
2025-11-27 22:16:46,874137
2025-11-27 22:18:54,874137
2025-11-27 22:21:01,874137
2025-11-27 22:23:08,874137
2025-11-27 22:25:16,848844
2025-11-27 22:27:23,848844
2025-11-27 22:29:30,848844
2025-11-27 22:31:38,848844
2025-11-27 22:33:45,848844
2025-11-27 22:35:51,818899
2025-11-27 22:38:06,818899
2025-11-27 22:40:22,818899
2025-11-27 22:42:29,818899
2025-11-27 22:44:36,818899
2025-11-27 22:46:44,818899
2025-11-27 22:48:51,818899
2025-11-27 22:50:58,801950
2025-11-27 22:53:08,801950
2025-11-27 22:55:20,801950
2025-11-27 22:57:26,801950
2025-11-27 22:59:33,801950
2025-11-27 23:01:40,801950
2025-11-27 23:03:47,801950
2025-11-27 23:05:54,801950
2025-11-27 23:08:01,769361
2025-11-27 23:10:07,769361
2025-11-27 23:12:14,769361
2025-11-27 23:14:21,769361
2025-11-27 23:16:28,769361
2025-11-27 23:18:35,769361
2025-11-27 23:20:42,769361
2025-11-27 23:22:48,758508
2025-11-27 23:24:56,758508
2025-11-27 23:27:03,758508
2025-12-04 14:21:06,1316958
2025-12-04 14:23:22,1316958
2025-12-04 14:25:29,1316958
2025-12-04 14:27:35,1316958
2025-12-04 14:29:42,1316958
2025-12-04 14:31:48,1316958
2025-12-04 14:33:55,1316958
2025-12-04 14:36:01,1316958
2025-12-04 14:37:34,1320427
2025-12-04 14:39:46,1320427
2025-12-04 14:41:55,1320427
2025-12-04 14:43:13,1320427
2025-12-04 14:45:22,1320427
2025-12-04 14:47:30,1306236
2025-12-04 14:49:37,1320427
2025-12-04 14:51:53,1320427
2025-12-04 14:54:05,1305144
2025-12-04 14:56:15,1294926
2025-12-04 14:58:24,1294926
2025-12-04 15:00:34,1294926
2025-12-04 15:02:44,1294926
2025-12-04 15:04:54,1294926
2025-12-04 15:07:07,1294926
2025-12-04 15:09:20,1294926
2025-12-04 15:11:28,1247887
2025-12-04 15:13:38,1247887
2025-12-04 15:15:47,1247887
2025-12-04 15:18:02,1247887
2025-12-04 15:20:12,1247887
2025-12-04 15:22:24,1247887
2025-12-04 15:24:36,1247887
2025-12-04 15:26:46,1226763
2025-12-04 15:28:56,1226763
2025-12-04 15:31:07,1226763
2025-12-04 15:33:18,1226763
2025-12-04 15:35:28,1226763
2025-12-04 15:36:56,1226763
2025-12-04 15:39:07,1226763
2025-12-04 15:41:16,1226763
2025-12-04 15:43:25,1203750
2025-12-04 15:45:35,1203750
2025-12-04 15:47:44,1203750
2025-12-04 15:49:53,1203750
2025-12-04 15:52:02,1203750
2025-12-04 15:54:16,1203750
2025-12-04 15:56:25,1191352
2025-12-04 15:58:36,1191352
2025-12-04 16:00:46,1191352
2025-12-04 16:02:57,1191352
2025-12-04 16:05:07,1191352
2025-12-04 16:07:17,1191352
2025-12-04 16:09:30,1191352
2025-12-04 16:11:41,1167033
2025-12-04 16:13:51,1167033
2025-12-04 16:16:00,1167033
2025-12-04 16:18:10,1167033
2025-12-04 16:20:20,1167033
2025-12-04 16:22:30,1167033
2025-12-04 16:24:43,1167033
2025-12-04 16:26:51,1160404
2025-12-04 16:28:59,1160404
2025-12-04 16:31:07,1160404
2025-12-04 16:33:14,1160404
2025-12-04 16:35:47,1160404
2025-12-04 16:37:53,1160404
2025-12-04 16:40:03,1160404
2025-12-04 16:42:12,1173948
2025-12-04 16:44:20,1173948
2025-12-04 16:46:27,1173948
2025-12-04 16:48:37,1173948
2025-12-04 16:50:44,1173948
2025-12-04 16:52:50,1173948
2025-12-04 16:55:14,1173948
2025-12-04 16:57:32,1186112
2025-12-04 16:59:39,1186112
2025-12-04 17:01:47,1186112
2025-12-04 17:03:55,1186112
2025-12-04 17:06:02,1186112
2025-12-04 17:08:08,1186112
2025-12-04 17:10:18,1186112
